manufacturer,item,category,csi_spec_section,description,mounting_type,cost,labor_per,currency,unit_of_measure
Inpro,INPRO-139FM,Corner Guard,10 26 00,Inpro 130f Flush Mount Corner Guard 139FM | https://www.inprocorp.com/products/130f-flush-mount-corner-guard-139fm-wall-protection,Flush Mount,,,USD,EA
Inpro,INPRO-139FR1,Corner Guard,10 26 00,Inpro 130fr Fire Rated Corner Guard 139FR1 | https://www.inprocorp.com/products/130fr-fire-rated-corner-guard-139fr1-wall-protection,,,,USD,EA
Inpro,INPRO-139FR1FV,Corner Guard,10 26 00,Inpro 130fr Fire Rated Corner Guard 139FR1FV | https://www.inprocorp.com/products/130fr-fire-rated-corner-guard-139fr1fv-wall-protection,,,,USD,EA
Inpro,INPRO-139FR2,Corner Guard,10 26 00,Inpro 130fr Fire Rated Corner Guard 139FR2 | https://www.inprocorp.com/products/130fr-fire-rated-corner-guard-139fr2-wall-protection,,,,USD,EA
Inpro,INPRO-139FR2FV,Corner Guard,10 26 00,Inpro 130fr Fire Rated Corner Guard 139FR2FV | https://www.inprocorp.com/products/130fr-fire-rated-corner-guard-139fr2fv-wall-protection,,,,USD,EA
Inpro,INPRO-139FRA1,Corner Guard,10 26 00,Inpro 130fr Fire Rated Corner Guard 139FRA1 | https://www.inprocorp.com/products/130fr-fire-rated-corner-guard-139fra1-wall-protection,,,,USD,EA
Inpro,INPRO-139FRA2,Corner Guard,10 26 00,Inpro 130fr Fire Rated Corner Guard 139FRA2 | https://www.inprocorp.com/products/130fr-fire-rated-corner-guard-139fra2-wall-protection,,,,USD,EA
Inpro,INPRO-139FRM1,Corner Guard,10 26 00,Inpro 130fr Fire Rated Corner Guard 139FRM1 | https://www.inprocorp.com/products/130fr-fire-rated-corner-guard-139frm1-wall-protection,,,,USD,EA
Inpro,INPRO-139FRM2,Corner Guard,10 26 00,Inpro 130fr Fire Rated Corner Guard 139FRM2 | https://www.inprocorp.com/products/130fr-fire-rated-corner-guard-139frm2-wall-protection,,,,USD,EA
Inpro,INPRO-139FV,Corner Guard,10 26 00,Inpro 130 High Impact Corner Guard 139FV | https://www.inprocorp.com/products/130-high-impact-corner-guard-139fv-wall-protection,,,,USD,EA
Inpro,INPRO-139FVBN,Corner Guard,10 26 00,Inpro 130bn Blunose High Impact Corner Guard 139FVBN | https://www.inprocorp.com/products/130bn-blunose-high-impact-corner-guard-139fvbn-wall-protection,,,,USD,EA
Inpro,INPRO-139FVV,Corner Guard,10 26 00,Inpro 130 High Impact Corner Guard 139FVV | https://www.inprocorp.com/products/130-high-impact-corner-guard-139fvv-wall-protection,,,,USD,EA
Inpro,INPRO-139M,Corner Guard,10 26 00,Inpro 130 High Impact Corner Guard 139M | https://www.inprocorp.com/products/130-high-impact-corner-guard-139m-wall-protection,,,,USD,EA
Inpro,INPRO-139MBN,Corner Guard,10 26 00,Inpro 130bn Blunose High Impact Corner Guard 139MBN | https://www.inprocorp.com/products/130bn-blunose-high-impact-corner-guard-139mbn-wall-protection,,,,USD,EA
Inpro,INPRO-139V,Corner Guard,10 26 00,Inpro 130bn Blunose High Impact Corner Guard 139V | https://www.inprocorp.com/products/130bn-blunose-high-impact-corner-guard-139v-wall-protection,,,,USD,EA
Inpro,INPRO-139VM,Corner Guard,10 26 00,Inpro 130f Flush Mount Corner Guard 139VM | https://www.inprocorp.com/products/130f-flush-mount-corner-guard-139vm-wall-protection,Flush Mount,,,USD,EA
Inpro,INPRO-150F,Corner Guard,10 26 00,Inpro Flush Mount Corner Guard Cap 150F | https://www.inprocorp.com/products/150f-flush-mount-corner-guard-150f-cap-wall-protection,Flush Mount,,,USD,EA
Inpro,INPRO-1512,Corner Guard,10 26 00,Inpro 150 High Impact Corner Guard 1512 | https://www.inprocorp.com/products/150-high-impact-corner-guard-1512-wall-protection,,,,USD,EA
Inpro,INPRO-1512A,Corner Guard,10 26 00,Inpro 150 High Impact Corner Guard P 1512A | https://www.inprocorp.com/products/150-high-impact-corner-guard-1512a-p-wall-protection,,,,USD,EA
Inpro,INPRO-1512BN,Corner Guard,10 26 00,Inpro 150bn Blunose High Impact Corner Guard 1512BN | https://www.inprocorp.com/products/150bn-blunose-high-impact-corner-guard-1512bn-wall-protection,,,,USD,EA
Inpro,INPRO-1512BNR,Corner Guard,10 26 00,Inpro 150bn Blunose High Impact Corner Guard M 1512BNR | https://www.inprocorp.com/products/150bn-blunose-high-impact-corner-guard-1512bnr-m-wall-protection,,,,USD,EA
Inpro,INPRO-1512F,Corner Guard,10 26 00,Inpro 150f Flush Mount Corner Guard 1512F | https://www.inprocorp.com/products/150f-flush-mount-corner-guard-1512f-wall-protection,Flush Mount,,,USD,EA
Inpro,INPRO-1512FA,Corner Guard,10 26 00,Inpro 150bn Blunose High Impact Corner Guard Pp 1512FA | https://www.inprocorp.com/products/150bn-blunose-high-impact-corner-guard-1512fa-pp-wall-protection,,,,USD,EA
Inpro,INPRO-1512FFV,Corner Guard,10 26 00,Inpro 150f Flush Mount Corner Guard 1512FFV | https://www.inprocorp.com/products/150f-flush-mount-corner-guard-1512ffv-wall-protection,Flush Mount,,,USD,EA
Inpro,INPRO-1512FM,Corner Guard,10 26 00,Inpro 150f Flush Mount Corner Guard 1512FM | https://www.inprocorp.com/products/150f-flush-mount-corner-guard-1512fm-wall-protection,Flush Mount,,,USD,EA
Inpro,INPRO-1512FR1,Corner Guard,10 26 00,"Inpro 150fr Fire Rated Corner Guard 1512FR1 | Thickness: .080"" cover | Panel size: 12 ft x 3 in | https://www.inprocorp.com/products/150fr-fire-rated-corner-guard-1512fr1-wall-protection",fire-rated aluminum retainer,,,USD,EA
Inpro,INPRO-1512FR1FV,Corner Guard,10 26 00,Inpro 150fr Fire Rated Corner Guard 1512FR1FV | https://www.inprocorp.com/products/150fr-fire-rated-corner-guard-1512fr1fv-wall-protection,,,,USD,EA
Inpro,INPRO-1512FR2,Corner Guard,10 26 00,"Inpro 150fr Fire Rated Corner Guard 1512FR2 | Thickness: .080"" cover | Panel size: 12 ft x 3 in | https://www.inprocorp.com/products/150fr-fire-rated-corner-guard-1512fr2-wall-protection",fire-rated aluminum retainer,,,USD,EA
Inpro,INPRO-1512FR2FV,Corner Guard,10 26 00,Inpro 150fr Fire Rated Corner Guard 1512FR2FV | https://www.inprocorp.com/products/150fr-fire-rated-corner-guard-1512fr2fv-wall-protection,,,,USD,EA
Inpro,INPRO-1512FRA1,Corner Guard,10 26 00,Inpro 150fr Fire Rated Corner Guard 1512FRA1 | Panel size: 12 ft x 3 in | https://www.inprocorp.com/products/150fr-fire-rated-corner-guard-1512fra1-wall-protection,fire-rated aluminum,,,USD,EA
Inpro,INPRO-1512FRA2,Corner Guard,10 26 00,Inpro 150fr Fire Rated Corner Guard 1512FRA2 | Panel size: 12 ft x 3 in | https://www.inprocorp.com/products/150fr-fire-rated-corner-guard-1512fra2-wall-protection,fire-rated aluminum,,,USD,EA
Inpro,INPRO-1512FRM1,Corner Guard,10 26 00,Inpro 150fr Fire Rated Corner Guard 1512FRM1 | https://www.inprocorp.com/products/150fr-fire-rated-corner-guard-1512frm1-wall-protection,,,,USD,EA
Inpro,INPRO-1512FRM2,Corner Guard,10 26 00,Inpro 150fr Fire Rated Corner Guard 1512FRM2 | https://www.inprocorp.com/products/150fr-fire-rated-corner-guard-1512frm2-wall-protection,,,,USD,EA
Inpro,INPRO-1512FV,Corner Guard,10 26 00,Inpro 150 High Impact Corner Guard 1512FV | https://www.inprocorp.com/products/150-high-impact-corner-guard-1512fv-wall-protection,,,,USD,EA
Inpro,INPRO-1512FVBN,Corner Guard,10 26 00,Inpro 150bn Blunose High Impact Corner Guard 1512FVBN | https://www.inprocorp.com/products/150bn-blunose-high-impact-corner-guard-1512fvbn-wall-protection,,,,USD,EA
Inpro,INPRO-1512FVV,Corner Guard,10 26 00,Inpro 150bn Blunose High Impact Corner Guard 1512FVV | https://www.inprocorp.com/products/150bn-blunose-high-impact-corner-guard-1512fvv-wall-protection,,,,USD,EA
Inpro,INPRO-1512M,Corner Guard,10 26 00,Inpro 150 High Impact Corner Guard 1512M | https://www.inprocorp.com/products/150-high-impact-corner-guard-1512m-wall-protection,,,,USD,EA
Inpro,INPRO-1512MBN,Corner Guard,10 26 00,Inpro 150bn Blunose High Impact Corner Guard 1512MBN | https://www.inprocorp.com/products/150bn-blunose-high-impact-corner-guard-1512mbn-wall-protection,,,,USD,EA
Inpro,INPRO-1512V,Corner Guard,10 26 00,"Inpro 150 High Impact Corner Guard 1512V | Thickness: .080"" | Panel size: 12 ft x 3 in | https://www.inprocorp.com/products/150-high-impact-corner-guard-1512v-wall-protection",vinyl cover,,,USD,EA
Inpro,INPRO-1512VM,Corner Guard,10 26 00,Inpro 150f Flush Mount Corner Guard 1512VM | https://www.inprocorp.com/products/150f-flush-mount-corner-guard-1512vm-wall-protection,Flush Mount,,,USD,EA
Inpro,INPRO-151TC,Corner Guard,10 26 00,Inpro 150 High Impact Corner Guard 151TC | https://www.inprocorp.com/products/150-high-impact-corner-guard-151tc-wall-protection,,,,USD,EA
Inpro,INPRO-154,Corner Guard,10 26 00,Inpro 150 High Impact Corner Guard 154 | https://www.inprocorp.com/products/150-high-impact-corner-guard-154-wall-protection,,,,USD,EA
Inpro,INPRO-154A,Corner Guard,10 26 00,Inpro 150 High Impact Corner Guard P 154A | https://www.inprocorp.com/products/150-high-impact-corner-guard-154a-p-wall-protection,,,,USD,EA
Inpro,INPRO-154BN,Corner Guard,10 26 00,Inpro 150bn Blunose High Impact Corner Guard 154BN | https://www.inprocorp.com/products/150bn-blunose-high-impact-corner-guard-154bn-wall-protection,,,,USD,EA
Inpro,INPRO-154BNR,Corner Guard,10 26 00,Inpro 150bn Blunose High Impact Corner Guard M 154BNR | https://www.inprocorp.com/products/150bn-blunose-high-impact-corner-guard-154bnr-m-wall-protection,,,,USD,EA
Inpro,INPRO-154F,Corner Guard,10 26 00,Inpro 150f Flush Mount Corner Guard 154F | https://www.inprocorp.com/products/150f-flush-mount-corner-guard-154f-wall-protection,Flush Mount,,,USD,EA
Inpro,INPRO-154FFV,Corner Guard,10 26 00,Inpro 150f Flush Mount Corner Guard 154FFV | https://www.inprocorp.com/products/150f-flush-mount-corner-guard-154ffv-wall-protection,Flush Mount,,,USD,EA
Inpro,INPRO-154FM,Corner Guard,10 26 00,Inpro 150f Flush Mount Corner Guard 154FM | https://www.inprocorp.com/products/150f-flush-mount-corner-guard-154fm-wall-protection,Flush Mount,,,USD,EA
Inpro,INPRO-154FV,Corner Guard,10 26 00,Inpro 150 High Impact Corner Guard 154FV | https://www.inprocorp.com/products/150-high-impact-corner-guard-154fv-wall-protection,,,,USD,EA
Inpro,INPRO-154FVBN,Corner Guard,10 26 00,Inpro 150bn Blunose High Impact Corner Guard 154FVBN | https://www.inprocorp.com/products/150bn-blunose-high-impact-corner-guard-154fvbn-wall-protection,,,,USD,EA
Inpro,INPRO-154FVV,Corner Guard,10 26 00,Inpro 150bn Blunose High Impact Corner Guard 154FVV | https://www.inprocorp.com/products/150bn-blunose-high-impact-corner-guard-154fvv-wall-protection,,,,USD,EA
Inpro,INPRO-154M,Corner Guard,10 26 00,Inpro 150 High Impact Corner Guard 154M | https://www.inprocorp.com/products/150-high-impact-corner-guard-154m-wall-protection,,,,USD,EA
Inpro,INPRO-154MBN,Corner Guard,10 26 00,Inpro 150bn Blunose High Impact Corner Guard 154MBN | https://www.inprocorp.com/products/150bn-blunose-high-impact-corner-guard-154mbn-wall-protection,,,,USD,EA
Inpro,INPRO-154V,Corner Guard,10 26 00,Inpro 150bn Blunose High Impact Corner Guard 154V | https://www.inprocorp.com/products/150bn-blunose-high-impact-corner-guard-154v-wall-protection,,,,USD,EA
Inpro,INPRO-154VM,Corner Guard,10 26 00,Inpro 150 High Impact Corner Guard 154VM | https://www.inprocorp.com/products/150-high-impact-corner-guard-154vm-wall-protection,,,,USD,EA
Inpro,INPRO-158,Corner Guard,10 26 00,Inpro 150 High Impact Corner Guard 158 | https://www.inprocorp.com/products/150-high-impact-corner-guard-158-wall-protection,,,,USD,EA
Inpro,INPRO-158A,Corner Guard,10 26 00,Inpro 150 High Impact Corner Guard P 158A | https://www.inprocorp.com/products/150-high-impact-corner-guard-158a-p-wall-protection,,,,USD,EA
Inpro,INPRO-158BN,Corner Guard,10 26 00,Inpro 150bn Blunose High Impact Corner Guard 158BN | https://www.inprocorp.com/products/150bn-blunose-high-impact-corner-guard-158bn-wall-protection,,,,USD,EA
Inpro,INPRO-158BNR,Corner Guard,10 26 00,Inpro 150bn Blunose High Impact Corner Guard M 158BNR | https://www.inprocorp.com/products/150bn-blunose-high-impact-corner-guard-158bnr-m-wall-protection,,,,USD,EA
Inpro,INPRO-158F,Corner Guard,10 26 00,Inpro 150f Flush Mount Corner Guard 158F | https://www.inprocorp.com/products/150f-flush-mount-corner-guard-158f-wall-protection,Flush Mount,,,USD,EA
Inpro,INPRO-158FFV,Corner Guard,10 26 00,Inpro 150f Flush Mount Corner Guard 158FFV | https://www.inprocorp.com/products/150f-flush-mount-corner-guard-158ffv-wall-protection,Flush Mount,,,USD,EA
Inpro,INPRO-158FM,Corner Guard,10 26 00,Inpro 150f Flush Mount Corner Guard 158FM | https://www.inprocorp.com/products/150f-flush-mount-corner-guard-158fm-wall-protection,Flush Mount,,,USD,EA
Inpro,INPRO-158FR1,Corner Guard,10 26 00,Inpro 150fr Fire Rated Corner Guard 158FR1 | https://www.inprocorp.com/products/150fr-fire-rated-corner-guard-158fr1-wall-protection,,,,USD,EA
Inpro,INPRO-158FR1FV,Corner Guard,10 26 00,Inpro 150fr Fire Rated Corner Guard 158FR1FV | https://www.inprocorp.com/products/150fr-fire-rated-corner-guard-158fr1fv-wall-protection,,,,USD,EA
Inpro,INPRO-158FR2,Corner Guard,10 26 00,Inpro 150fr Fire Rated Corner Guard 158FR2 | https://www.inprocorp.com/products/150fr-fire-rated-corner-guard-158fr2-wall-protection,,,,USD,EA
Inpro,INPRO-158FR2FV,Corner Guard,10 26 00,Inpro 150fr Fire Rated Corner Guard 158FR2FV | https://www.inprocorp.com/products/150fr-fire-rated-corner-guard-158fr2fv-wall-protection,,,,USD,EA
Inpro,INPRO-158FRA1,Corner Guard,10 26 00,Inpro 150fr Fire Rated Corner Guard 158FRA1 | https://www.inprocorp.com/products/150fr-fire-rated-corner-guard-158fra1-wall-protection,,,,USD,EA
Inpro,INPRO-158FRA2,Corner Guard,10 26 00,Inpro 150fr Fire Rated Corner Guard 158FRA2 | https://www.inprocorp.com/products/150fr-fire-rated-corner-guard-158fra2-wall-protection,,,,USD,EA
Inpro,INPRO-158FRM1,Corner Guard,10 26 00,Inpro 150fr Fire Rated Corner Guard 158FRM1 | https://www.inprocorp.com/products/150fr-fire-rated-corner-guard-158frm1-wall-protection,,,,USD,EA
Inpro,INPRO-158FRM2,Corner Guard,10 26 00,Inpro 150fr Fire Rated Corner Guard 158FRM2 | https://www.inprocorp.com/products/150fr-fire-rated-corner-guard-158frm2-wall-protection,,,,USD,EA
Inpro,INPRO-158FV,Corner Guard,10 26 00,Inpro 150 High Impact Corner Guard 158FV | https://www.inprocorp.com/products/150-high-impact-corner-guard-158fv-wall-protection,,,,USD,EA
Inpro,INPRO-158FVBN,Corner Guard,10 26 00,Inpro 150bn Blunose High Impact Corner Guard 158FVBN | https://www.inprocorp.com/products/150bn-blunose-high-impact-corner-guard-158fvbn-wall-protection,,,,USD,EA
Inpro,INPRO-158M,Corner Guard,10 26 00,Inpro 150 High Impact Corner Guard 158M | https://www.inprocorp.com/products/150-high-impact-corner-guard-158m-wall-protection,,,,USD,EA
Inpro,INPRO-158MBN,Corner Guard,10 26 00,Inpro 150bn Blunose High Impact Corner Guard 158MBN | https://www.inprocorp.com/products/150bn-blunose-high-impact-corner-guard-158mbn-wall-protection,,,,USD,EA
Inpro,INPRO-158V,Corner Guard,10 26 00,Inpro 150bn Blunose High Impact Corner Guard 158V | https://www.inprocorp.com/products/150bn-blunose-high-impact-corner-guard-158v-wall-protection,,,,USD,EA
Inpro,INPRO-158VM,Corner Guard,10 26 00,Inpro 150 High Impact Corner Guard 158VM | https://www.inprocorp.com/products/150-high-impact-corner-guard-158vm-wall-protection,,,,USD,EA
Inpro,INPRO-159,Corner Guard,10 26 00,Inpro 150 High Impact Corner Guard 159 | https://www.inprocorp.com/products/150-high-impact-corner-guard-159-wall-protection,,,,USD,EA
Inpro,INPRO-159A,Corner Guard,10 26 00,Inpro 150 High Impact Corner Guard P 159A | https://www.inprocorp.com/products/150-high-impact-corner-guard-159a-p-wall-protection,,,,USD,EA
Inpro,INPRO-159BN,Corner Guard,10 26 00,Inpro 150bn Blunose High Impact Corner Guard 159BN | https://www.inprocorp.com/products/150bn-blunose-high-impact-corner-guard-159bn-wall-protection,,,,USD,EA
Inpro,INPRO-159BNR,Corner Guard,10 26 00,Inpro 150bn Blunose High Impact Corner Guard M 159BNR | https://www.inprocorp.com/products/150bn-blunose-high-impact-corner-guard-159bnr-m-wall-protection,,,,USD,EA
Inpro,INPRO-159F,Corner Guard,10 26 00,Inpro 150f Flush Mount Corner Guard 159F | https://www.inprocorp.com/products/150f-flush-mount-corner-guard-159f-wall-protection,Flush Mount,,,USD,EA
Inpro,INPRO-159FA,Corner Guard,10 26 00,Inpro 150 High Impact Corner Guard Pp 159FA | https://www.inprocorp.com/products/150-high-impact-corner-guard-159fa-pp-wall-protection,,,,USD,EA
Inpro,INPRO-159FFV,Corner Guard,10 26 00,Inpro 150f Flush Mount Corner Guard 159FFV | https://www.inprocorp.com/products/150f-flush-mount-corner-guard-159ffv-wall-protection,Flush Mount,,,USD,EA
Inpro,INPRO-159FM,Corner Guard,10 26 00,Inpro 150f Flush Mount Corner Guard 159FM | https://www.inprocorp.com/products/150f-flush-mount-corner-guard-159fm-wall-protection,Flush Mount,,,USD,EA
Inpro,INPRO-159FR1,Corner Guard,10 26 00,Inpro 150fr Fire Rated Corner Guard 159FR1 | https://www.inprocorp.com/products/150fr-fire-rated-corner-guard-159fr1-wall-protection,,,,USD,EA
Inpro,INPRO-159FR1FV,Corner Guard,10 26 00,Inpro 150fr Fire Rated Corner Guard 159FR1FV | https://www.inprocorp.com/products/150fr-fire-rated-corner-guard-159fr1fv-wall-protection,,,,USD,EA
Inpro,INPRO-159FR2,Corner Guard,10 26 00,Inpro 150fr Fire Rated Corner Guard 159FR2 | https://www.inprocorp.com/products/150fr-fire-rated-corner-guard-159fr2-wall-protection,,,,USD,EA
Inpro,INPRO-159FR2FV,Corner Guard,10 26 00,Inpro 150fr Fire Rated Corner Guard 159FR2FV | https://www.inprocorp.com/products/150fr-fire-rated-corner-guard-159fr2fv-wall-protection,,,,USD,EA
Inpro,INPRO-159FRA1,Corner Guard,10 26 00,Inpro 150fr Fire Rated Corner Guard 159FRA1 | https://www.inprocorp.com/products/150fr-fire-rated-corner-guard-159fra1-wall-protection,,,,USD,EA
Inpro,INPRO-159FRA2,Corner Guard,10 26 00,Inpro 150fr Fire Rated Corner Guard 159FRA2 | https://www.inprocorp.com/products/150fr-fire-rated-corner-guard-159fra2-wall-protection,,,,USD,EA
Inpro,INPRO-159FRM1,Corner Guard,10 26 00,Inpro 150fr Fire Rated Corner Guard 159FRM1 | https://www.inprocorp.com/products/150fr-fire-rated-corner-guard-159frm1-wall-protection,,,,USD,EA
Inpro,INPRO-159FRM2,Corner Guard,10 26 00,Inpro 150fr Fire Rated Corner Guard 159FRM2 | https://www.inprocorp.com/products/150fr-fire-rated-corner-guard-159frm2-wall-protection,,,,USD,EA
